customer_id,age,gender,marital_status,city_tier,occupation,life_stage,annual_income,relationship_tenure_months,segment,fd_balance,fd_count,fd_avg_tenor_months,rd_balance,sb_balance,aqb,balance_gt_10l_flag,num_products,num_accounts,has_demat,demat_balance,has_loan,loan_outstanding,debit_txn_count_12m,credit_txn_count_12m,debit_txn_value_12m,credit_txn_value_12m,avg_monthly_txn_count,digital_txn_ratio,cibil_score,delinquency_flag,complaint_count_12m,nrv_12m,holds_3p_insurance,holds_wealth_product,has_real_feedback,feedback_channel,feedback_text,feedback_sentiment,feedback_signal,feedback_date,is_fd_base,is_eligible,cross_sell_flag,cross_sell_product,propensity_score
CUST-106181,36,F,Married,Tier-1,Professional,Family-Builder,1895500,63,Classic,12104000,3,18,0,2059200,1973000,1,5,4,0,0,1,738300,233,143,632500,2884000,25.81,0.832,803,0,0,4315800,0,0,0,,,,,,1,1,0,,0.7145
CUST-106182,35,F,Married,Tier-2,Professional,Family-Builder,761200,24,Classic,8002400,4,60,0,1554100,1469500,1,6,5,0,0,1,1897900,213,162,726400,3534800,14.66,0.628,788,0,0,2940000,0,0,0,,,,,,1,1,0,,0.7119
CUST-106183,36,M,Married,Tier-2,Self-Employed,Family-Builder,1813900,227,Imperia,4513200,2,12,358400,899100,788800,1,4,4,0,0,0,0,146,118,406900,2983400,10.38,0.66,724,0,0,1668300,1,0,0,,,,,,1,0,0,,0.01
CUST-106184,45,F,Married,Tier-1,Salaried,Peak-Earner,2061700,33,Classic,805000,1,36,0,8000,6300,0,3,3,1,353400,0,0,267,153,2458100,2273100,24.54,0.406,725,0,0,352700,0,0,0,,,,,,0,0,0,,0.01
CUST-106185,36,M,Married,Tier-1,Salaried,Family-Builder,1399000,92,Classic,5984700,4,36,0,934500,693300,1,5,5,0,0,0,0,175,85,517200,842900,18.58,0.749,877,0,0,2096200,1,0,1,Outbound,Mentioned during the call that FD returns no longer beat inflation.,neutral,yield_fatigue,2025-09-28,1,0,0,,0.01
CUST-106186,59,F,Single,Tier-2,Business,Pre-Retiree,1205800,110,Classic,207800,2,12,165300,263200,218400,0,6,5,1,939800,1,1262700,246,89,2587700,1334800,27.17,0.311,770,0,0,505600,0,0,0,,,,,,0,0,0,,0.01
CUST-106187,38,F,Married,Tier-1,Salaried,Family-Builder,1087900,147,Preferred,528400,1,60,0,166800,176700,0,2,2,0,0,0,0,191,73,1812500,1235300,19.84,0.584,790,0,0,223000,1,0,1,InboundCall,Called to update registered mobile number.,neutral,neutral,2026-01-24,0,0,0,,0.01
CUST-106188,36,M,Married,Tier-1,Professional,Family-Builder,1431300,47,Classic,647300,2,60,0,8000,7600,0,3,3,0,0,0,0,365,288,950900,1424400,31.5,0.457,801,0,0,184800,0,1,0,,,,,,0,0,0,,0.01
CUST-106189,44,M,Married,Tier-3,Salaried,Peak-Earner,696600,238,Classic,3297900,3,36,409000,374800,324900,1,6,5,0,0,1,4629600,344,216,3644200,5270700,24.95,0.682,800,0,0,1092100,1,0,0,,,,,,1,0,0,,0.01
CUST-106190,60,F,Married,Tier-1,Professional,Pre-Retiree,2200300,205,Classic,612100,2,24,0,280300,182400,0,4,4,1,1754100,0,0,210,94,1644900,739800,20.72,0.605,733,0,0,911500,0,0,0,,,,,,0,0,0,,0.01
CUST-106191,41,F,Married,Tier-2,Professional,Family-Builder,716600,224,Preferred,777100,2,18,0,272700,275600,0,4,3,0,0,1,1916000,309,159,1962400,2013200,28.61,0.667,696,0,0,340300,0,0,1,Outbound,Enquired about tax-saving investment products before the financial year end.,positive,wealth_intent,2025-12-26,0,0,0,,0.01
CUST-106192,29,M,Married,Tier-2,Professional,Young-Earner,1232000,58,Preferred,83600,1,60,184600,30000,18800,0,4,3,0,0,1,1774800,200,90,983200,638700,18.79,0.632,649,0,1,36900,0,0,0,,,,,,0,0,0,,0.01
CUST-106193,56,M,Married,Tier-1,Business,Pre-Retiree,1950100,209,Classic,5774000,3,18,0,981100,588300,1,5,5,1,437400,0,0,158,81,1340300,524500,14.58,0.856,822,0,0,2211300,0,0,1,VOC,Customer unhappy with FD renewal rate; asked what else gives better returns.,neutral,yield_fatigue,2025-07-19,1,1,0,,0.99
CUST-106194,29,M,Single,Tier-2,Self-Employed,Young-Earner,1941100,237,Preferred,731200,2,18,144900,320300,216200,0,5,4,0,0,1,2818900,334,249,1153900,6121300,27.48,0.645,731,0,2,348900,0,0,0,,,,,,0,0,0,,0.01
CUST-106195,28,F,Married,Tier-1,Self-Employed,Young-Earner,1158600,120,Classic,714700,2,12,0,16500,12900,0,4,3,0,0,1,1294900,321,204,3116600,1624200,22.79,0.723,809,0,0,207500,0,0,0,,,,,,0,0,0,,0.01
CUST-106196,44,F,Married,Tier-1,Salaried,Peak-Earner,1859100,168,Preferred,2522200,2,24,0,510400,339800,1,3,3,0,0,0,0,304,191,2876600,3267500,20.86,0.824,749,0,0,935900,1,0,0,,,,,,1,0,0,,0.01
CUST-106197,25,F,Married,Tier-2,Professional,Young-Earner,809300,40,Classic,524700,1,36,179100,71600,50600,0,4,4,1,768700,0,0,109,66,1139900,890600,8.98,0.582,613,0,0,448200,0,0,0,,,,,,0,0,0,,0.01
CUST-106198,48,M,Single,Tier-1,Self-Employed,Peak-Earner,850200,34,Preferred,729100,1,18,0,388800,406600,0,3,2,0,0,1,3140900,251,191,2468000,4457100,18.09,0.613,730,0,0,379100,0,0,0,,,,,,0,0,0,,0.01
CUST-106199,58,M,Married,Tier-1,Business,Pre-Retiree,1968800,171,Preferred,4186800,2,60,2300,383200,266000,1,4,4,0,0,0,0,259,119,2399300,2062500,25.9,0.94,778,0,0,1344700,0,1,0,,,,,,1,0,0,,0.01
CUST-106200,36,M,Married,Tier-2,Business,Family-Builder,1171000,65,Imperia,5657500,4,24,0,980900,863900,1,6,5,0,0,1,4704400,398,192,4095300,3346300,40.17,0.99,816,0,0,2025500,0,0,0,,,,,,1,1,0,,0.769
CUST-106201,42,M,Married,Tier-1,Salaried,Peak-Earner,1484700,181,Classic,3247800,2,24,231200,738300,466200,1,5,5,1,587700,0,0,78,60,205900,850800,8.47,0.748,835,0,0,1447300,0,0,0,,,,,,1,1,0,,0.6658
CUST-106202,44,F,Married,Tier-2,Professional,Peak-Earner,1291700,172,Preferred,4836000,2,24,0,829400,586900,1,3,3,0,0,0,0,36,20,255100,479900,3,0.545,785,0,0,1727300,0,1,0,,,,,,1,0,0,,0.01
CUST-106203,55,M,Married,Tier-2,Business,Pre-Retiree,1379500,16,Classic,9946200,4,24,0,1626600,1455700,1,5,5,0,0,0,0,168,62,1752200,1306800,18.64,0.618,751,0,0,3516900,0,0,0,,,,,,1,1,0,,0.7087
CUST-106204,51,M,Married,Tier-2,Business,Peak-Earner,717300,78,Preferred,4635200,3,24,0,606200,387800,1,5,4,0,0,1,217000,167,76,1011300,1697100,12.7,0.75,630,1,0,1570600,1,0,0,,,,,,1,0,0,,0.01
CUST-106205,47,F,Married,Tier-1,Professional,Peak-Earner,2202700,23,Preferred,277200,2,60,404300,74300,80700,0,4,4,0,0,0,0,40,33,108200,536300,3.42,0.848,827,0,0,111100,0,0,1,VOC,Requested a portfolio review and information on mutual fund options.,positive,wealth_intent,2026-01-19,0,0,0,,0.01
CUST-106206,56,F,Married,Tier-2,Professional,Pre-Retiree,596200,43,Preferred,300300,2,12,6100,8000,6000,0,5,4,0,0,1,4977500,273,188,1174200,3775300,28.24,0.99,786,0,0,87700,0,0,1,InboundCall,Wanted to know how to generate regular income after retiring next year.,positive,retirement_intent,2026-03-28,0,0,0,,0.01
CUST-106207,41,F,Married,Tier-2,Professional,Family-Builder,300000,223,Classic,5352300,3,60,432000,933200,772300,1,6,6,1,1727500,0,0,295,108,2222100,1237500,20.39,0.763,851,0,0,2523200,0,0,1,Complaint,Enquired about alternatives to fixed deposit as rates have dropped this year.,neutral,yield_fatigue,2025-12-04,1,1,0,,0.99
CUST-106208,56,F,Married,Tier-3,Salaried,Pre-Retiree,601800,97,Preferred,6444900,4,12,0,1204400,1333600,1,6,5,0,0,1,2593400,250,116,2524900,2495800,18.5,0.979,784,0,0,2346600,0,0,1,InboundCall,Asked whether the bank offers a guaranteed pension scheme.,positive,retirement_intent,2026-04-10,1,1,1,Retirement-Pension,0.9801
CUST-106209,25,F,Single,Tier-2,Business,Young-Earner,535800,82,Preferred,188100,2,60,0,180100,119800,0,4,4,1,1363600,0,0,387,319,1928500,4202000,33.73,0.251,846,0,0,611000,0,0,0,,,,,,0,0,0,,0.01
CUST-106210,37,M,Married,Tier-2,Business,Family-Builder,1088400,167,Preferred,2315900,2,60,363700,516400,361800,1,4,4,0,0,0,0,245,178,2443100,1073300,20.8,0.684,747,0,0,880800,0,1,0,,,,,,1,0,0,,0.01
CUST-106211,51,M,Married,Tier-3,Self-Employed,Peak-Earner,776500,225,Classic,761700,1,36,196800,296200,258500,0,5,4,1,495800,1,774700,212,153,580300,3946900,14.28,0.99,782,0,1,520100,0,0,0,,,,,,0,0,0,,0.01
CUST-106212,41,M,Married,Tier-3,Salaried,Family-Builder,933100,57,Preferred,73100,1,24,0,335900,338900,0,3,3,1,2367100,0,0,174,145,1043500,2215700,18.96,0.784,711,0,0,1000100,1,0,0,,,,,,0,0,0,,0.01
CUST-106213,45,F,Married,Tier-2,Business,Peak-Earner,935800,183,Classic,874200,1,24,0,396500,274900,0,4,3,1,798000,1,2452200,257,181,2800700,886200,22.76,0.99,800,0,0,702500,0,0,0,,,,,,0,0,0,,0.01
CUST-106214,52,M,Married,Tier-1,Salaried,Peak-Earner,1240600,23,Classic,11768000,3,36,91200,1929700,1470600,1,5,5,0,0,0,0,180,127,1171500,3063600,17.72,0.448,766,0,0,4163400,0,0,1,Outbound,Asked over SMS for details on a family floater plan after a relative's hospitalisation.,positive,protection_intent,2026-06-22,1,1,0,,0.9731
CUST-106215,56,M,Married,Tier-1,Professional,Pre-Retiree,884500,46,Classic,453100,2,18,0,8000,6000,0,3,3,0,0,0,0,181,91,1138500,1686600,18.14,0.541,773,0,0,130500,0,0,0,,,,,,0,0,0,,0.01
CUST-106216,49,M,Married,Tier-1,Business,Peak-Earner,1690700,181,Classic,2090800,2,12,0,351100,401400,1,5,4,1,1833200,1,4346300,322,185,2756800,3678000,24.02,0.871,699,0,0,1385000,0,0,1,Complaint,Requested a duplicate account statement via SMS.,neutral,neutral,2025-09-24,1,1,0,,0.4606
CUST-106217,30,F,Married,Tier-1,Business,Young-Earner,1204100,160,Classic,2958100,3,18,91500,272500,311200,1,5,5,0,0,0,0,310,130,2357500,2191400,27.65,0.874,761,0,0,950900,0,0,0,,,,,,1,1,0,,0.546
CUST-106218,51,F,Married,Tier-3,Business,Peak-Earner,300000,175,Classic,729300,2,24,0,8000,7300,0,4,4,1,1892900,0,0,144,80,517900,1474500,14.3,0.692,750,0,0,870300,0,0,0,,,,,,0,0,0,,0.01
CUST-106219,35,M,Married,Tier-2,Self-Employed,Family-Builder,1432600,225,Classic,2141200,2,36,399900,496800,359500,1,5,5,1,259900,0,0,403,248,1895700,5364300,31.68,0.729,767,0,0,914100,0,0,0,,,,,,1,1,0,,0.53
CUST-106220,35,M,Married,Tier-2,Salaried,Family-Builder,811600,100,Classic,7451700,4,18,203000,990800,1069600,1,6,6,0,0,0,0,38,26,158000,600200,3,0.402,757,0,0,2532300,0,0,0,,,,,,1,1,0,,0.6514
CUST-106221,63,M,Single,Tier-2,Retired,Retiree,1356700,17,Imperia,12829800,4,36,140700,2340000,1448100,1,6,6,0,0,0,0,361,296,3362200,2859900,33.8,0.57,764,0,0,4645300,0,1,0,,,,,,1,0,0,,0.01
CUST-106222,54,M,Married,Tier-2,Professional,Pre-Retiree,1146900,30,Preferred,242700,2,18,0,8000,6000,0,3,3,0,0,0,0,292,214,2413700,2405000,21.3,0.789,753,0,0,71600,0,0,0,,,,,,0,0,0,,0.01
CUST-106223,40,M,Married,Tier-2,Professional,Family-Builder,1271200,61,Preferred,3150200,3,18,228800,630300,557300,1,5,5,0,0,0,0,174,130,1341800,2334800,17.13,0.522,837,0,0,1165700,0,0,0,,,,,,1,1,0,,0.4702
CUST-106224,23,F,Single,Tier-2,Professional,Young-Earner,1343800,17,Preferred,6779300,4,36,354600,1049400,608500,1,7,7,1,468600,0,0,430,214,3758800,4318900,34.88,0.74,711,0,0,2534400,0,0,0,,,,,,1,1,0,,0.7119
CUST-106225,45,F,Married,Tier-1,Salaried,Peak-Earner,464700,228,Classic,4809200,3,24,361400,897300,512400,1,5,5,0,0,0,0,142,83,883200,1144600,14.65,0.406,792,0,0,1750400,0,0,0,,,,,,1,1,0,,0.6234
CUST-106226,25,F,Single,Tier-1,Professional,Young-Earner,938900,35,Classic,942500,2,18,0,271500,168100,0,4,3,0,0,1,3259800,383,292,2949000,4584000,27.83,0.731,706,0,0,386100,0,0,0,,,,,,0,0,0,,0.01
CUST-106227,53,F,Married,Tier-1,Professional,Peak-Earner,1669000,53,Classic,57400,2,12,0,8000,6600,0,3,3,0,0,0,0,208,129,573000,3205100,15.88,0.99,745,0,0,19700,0,0,0,,,,,,0,0,0,,0.01
CUST-106228,37,F,Married,Tier-2,Professional,Family-Builder,340700,69,Preferred,6264400,4,60,0,988800,614700,1,6,6,1,1388300,0,0,285,142,867000,724100,27.27,0.595,757,0,2,2684900,0,0,0,,,,,,1,1,0,,0.523
CUST-106229,38,M,Married,Tier-2,Professional,Family-Builder,804900,37,Classic,3146200,3,24,296500,658600,688400,1,6,6,1,563600,0,0,358,164,1337700,3602500,28.37,0.668,736,0,0,1374600,1,1,0,,,,,,1,0,0,,0.01
CUST-106230,31,F,Single,Tier-2,Self-Employed,Young-Earner,854800,102,Preferred,608400,1,60,161100,8000,6000,0,4,4,1,965800,0,0,272,178,2036300,3156900,21.92,0.796,687,0,1,512000,0,0,0,,,,,,0,0,0,,0.01
CUST-106231,30,F,Single,Tier-1,Business,Young-Earner,1781400,191,Classic,2443700,3,24,0,466000,468300,1,4,4,0,0,0,0,221,127,628200,2443900,15.13,0.913,776,0,0,893900,0,0,0,,,,,,1,1,0,,0.5687
CUST-106232,37,F,Married,Tier-1,Salaried,Family-Builder,728400,175,Preferred,732600,1,18,355600,285900,286100,0,4,4,1,1859300,0,0,146,64,443700,1036500,13.71,0.709,835,0,0,984500,1,0,0,,,,,,0,0,0,,0.01
CUST-106233,42,F,Married,Tier-2,Salaried,Peak-Earner,1643900,165,Preferred,3872400,3,18,0,660300,364100,1,4,4,0,0,0,0,140,55,1383700,876900,10.47,0.878,603,1,0,1381400,1,0,1,Outbound,Routine balance enquiry over the call centre; no product interest expressed.,neutral,neutral,2025-10-06,1,0,0,,0.01
CUST-106234,36,F,Married,Tier-2,Salaried,Family-Builder,1111500,91,Classic,5865600,3,60,285100,933100,907300,1,5,5,0,0,0,0,322,132,2810700,711700,31.84,0.595,817,0,2,2062300,1,0,0,,,,,,1,0,0,,0.01
CUST-106235,43,F,Married,Tier-3,Professional,Peak-Earner,1053200,96,Preferred,686000,1,36,0,155100,98000,0,3,3,1,1741500,0,0,340,161,3058400,2957100,23.57,0.594,743,0,0,871400,1,0,0,,,,,,0,0,0,,0.01
CUST-106236,44,F,Married,Tier-1,Professional,Peak-Earner,1537600,240,Classic,8205600,3,12,0,851500,951600,1,4,4,0,0,0,0,317,111,2855100,755400,24.03,0.835,883,0,0,2680700,0,0,0,,,,,,1,1,0,,0.7936
CUST-106237,31,F,Married,Tier-1,Professional,Young-Earner,2607000,87,Preferred,7430900,4,24,125400,1148600,1080900,1,7,6,0,0,1,4836200,259,208,1752500,4230500,20.82,0.99,728,0,0,2597500,0,0,0,,,,,,1,1,0,,0.6683
CUST-106238,23,F,Married,Tier-3,Business,Young-Earner,1185500,146,Preferred,287100,2,12,0,89600,85800,0,3,3,0,0,0,0,160,89,1231100,1555000,12.52,0.504,693,0,0,120700,1,0,0,,,,,,0,0,0,,0.01
CUST-106239,56,F,Single,Tier-2,Professional,Pre-Retiree,762000,44,Preferred,205300,1,60,0,166000,123700,0,3,2,0,0,1,4217400,191,135,1868400,2757000,18.63,0.625,812,0,0,132200,1,0,0,,,,,,0,0,0,,0.01
CUST-106240,61,F,Married,Tier-2,Professional,Pre-Retiree,1111400,56,Imperia,1410700,2,36,395300,90000,79400,1,5,4,0,0,1,253200,307,185,2170500,2128600,22.16,0.383,640,0,0,435500,0,1,1,Outbound,Wanted to know how to generate regular income after retiring next year.,positive,retirement_intent,2025-09-27,1,0,0,,0.01
CUST-106241,75,M,Married,Tier-1,Retired,Retiree,637700,98,Imperia,283100,2,12,17100,353900,355100,0,5,5,1,1563800,0,0,156,108,831900,524600,14.27,0.458,638,0,0,785900,0,0,0,,,,,,0,0,0,,0.01
CUST-106242,51,F,Married,Tier-3,Self-Employed,Peak-Earner,882000,184,Classic,3674100,2,36,372300,697300,495200,1,5,4,0,0,1,1100800,217,133,1734600,749300,15.24,0.78,750,0,0,1342500,0,1,0,,,,,,1,0,0,,0.01
CUST-106243,56,M,Married,Tier-2,Business,Pre-Retiree,1708600,236,Classic,10775300,3,60,58100,1601500,978000,1,6,5,0,0,1,1540700,226,114,2126500,1725700,17.84,0.755,703,0,0,3737800,0,0,0,,,,,,1,1,1,Retirement-Pension,0.7673
CUST-106244,36,F,Married,Tier-2,Salaried,Family-Builder,1612300,164,Preferred,5942600,4,12,446800,1045400,886500,1,7,7,1,127600,0,0,208,72,2112300,552400,13.93,0.686,830,0,1,2179000,1,0,1,InboundCall,Complaint raised regarding delayed FD maturity credit; resolved within SLA.,negative,service_issue,2026-03-10,1,0,0,,0.01
CUST-106245,35,F,Married,Tier-1,Business,Family-Builder,617700,54,Classic,3115700,3,36,0,551200,462800,1,4,4,0,0,0,0,209,113,1668400,1542400,19.46,0.91,772,0,0,1120400,0,0,0,,,,,,1,1,0,,0.6812
CUST-106246,25,M,Single,Tier-1,Business,Young-Earner,1998500,70,Imperia,127600,1,60,149300,223800,244500,0,4,4,1,975800,0,0,212,96,630700,1311500,14.65,0.787,682,0,0,478000,0,1,0,,,,,,0,0,0,,0.01
CUST-106247,23,F,Married,Tier-3,Professional,Young-Earner,424500,199,Classic,2407100,2,24,0,225600,231200,1,4,4,1,833300,0,0,249,115,2463600,2867200,20.06,0.922,862,0,0,1067200,0,0,0,,,,,,1,1,0,,0.5649
CUST-106248,54,F,Married,Tier-3,Business,Pre-Retiree,856800,153,Classic,4589900,2,60,0,649500,394100,1,3,3,0,0,0,0,167,81,1128000,1373100,12.41,0.646,770,0,2,1577400,0,0,1,InboundCall,Asked whether the bank offers a guaranteed pension scheme.,positive,retirement_intent,2025-10-26,1,1,0,,0.8491
CUST-106249,35,M,Married,Tier-1,Professional,Family-Builder,1680800,77,Classic,2565700,2,60,0,111100,67800,1,4,3,0,0,1,1011900,184,127,1206100,1950700,18.77,0.637,798,0,0,768400,1,0,0,,,,,,1,0,0,,0.01
CUST-106250,55,F,Married,Tier-1,Salaried,Pre-Retiree,1420500,63,Classic,4421200,3,60,284200,930800,519900,1,7,6,1,521000,1,5190400,190,96,1503500,1406300,18.21,0.99,719,0,0,1839100,0,0,0,,,,,,1,1,1,Retirement-Pension,0.7759
CUST-106251,44,F,Married,Tier-3,Professional,Peak-Earner,705900,34,Preferred,3627100,3,18,287300,550900,361400,1,5,5,0,0,0,0,157,66,603000,1028300,12.92,0.63,737,0,0,1263500,0,0,1,InboundCall,Called to ask whether the bank offers a health policy that covers dependent parents.,positive,protection_intent,2025-08-08,1,1,0,,0.708
CUST-106252,23,M,Single,Tier-1,Business,Young-Earner,909900,122,Preferred,5617100,4,60,0,936200,645400,1,5,5,0,0,0,0,167,125,1706700,2482400,13.75,0.561,754,0,0,1994100,0,1,0,,,,,,1,0,0,,0.01
CUST-106253,50,M,Married,Tier-1,Business,Peak-Earner,2534300,198,Classic,864600,1,12,273800,48900,30400,0,4,3,0,0,1,2142600,521,191,2863400,4714300,35.44,0.715,729,0,0,264100,1,0,0,,,,,,0,0,0,,0.01
CUST-106254,36,M,Married,Tier-1,Salaried,Family-Builder,1936000,176,Classic,5151700,4,12,221700,904900,761600,1,6,6,0,0,0,0,332,265,2542400,3751700,24.54,0.682,768,0,0,1849700,0,0,0,,,,,,1,1,0,,0.5842
CUST-106255,23,F,Married,Tier-2,Self-Employed,Young-Earner,978300,97,Classic,12947200,3,12,43100,2424600,1338100,1,6,5,0,0,1,446600,289,131,2928400,2394900,25.51,0.871,878,0,0,4716300,0,0,0,,,,,,1,1,0,,0.6703
CUST-106256,23,F,Married,Tier-2,Self-Employed,Young-Earner,758800,228,Classic,118500,2,24,0,126800,73700,0,4,4,1,2244300,0,0,142,109,415000,1461500,15.48,0.629,798,0,0,875700,0,1,0,,,,,,0,0,0,,0.01
CUST-106257,59,M,Married,Tier-2,Professional,Pre-Retiree,819900,54,Classic,511700,2,18,0,62300,45300,0,4,4,1,1688200,0,0,257,93,1523700,2106900,21.61,0.401,650,0,0,762200,0,0,0,,,,,,0,0,0,,0.01
CUST-106258,35,M,Married,Tier-2,Self-Employed,Family-Builder,1208600,192,Imperia,5424300,4,12,64600,960700,1029800,1,7,6,0,0,1,3504600,164,116,667200,1478300,11.47,0.721,743,0,0,1951100,0,0,0,,,,,,1,1,0,,0.6215
CUST-106259,44,F,Married,Tier-3,Salaried,Peak-Earner,1408500,6,Classic,1868300,1,60,0,345600,377300,1,3,3,1,218200,0,0,335,255,2097200,4838800,23.54,0.85,799,0,0,755000,1,0,0,,,,,,1,0,0,,0.01
CUST-106260,33,M,Married,Tier-1,Self-Employed,Family-Builder,1359200,182,Classic,183200,2,12,130100,21500,23200,0,5,5,1,1571000,0,0,305,134,1435600,2745100,20.76,0.792,758,0,0,610800,0,0,1,Complaint,Called to ask whether the bank offers a health policy that covers dependent parents.,positive,protection_intent,2026-04-17,0,0,0,,0.01
CUST-106261,56,F,Married,Tier-1,Salaried,Pre-Retiree,2238100,107,Preferred,3919900,2,18,0,320800,344900,1,4,4,1,1518300,0,0,280,186,1588000,3379300,24.08,0.771,763,0,1,1773300,0,0,0,,,,,,1,1,0,,0.6917
CUST-106262,40,F,Married,Tier-1,Business,Family-Builder,2061500,218,Preferred,869300,2,60,0,88800,78100,0,3,3,0,0,0,0,285,115,1584400,2149400,31.32,0.99,795,0,0,283400,1,0,0,,,,,,0,0,0,,0.01
CUST-106263,30,F,Single,Tier-1,Business,Young-Earner,1230000,74,Classic,4238000,3,36,0,691400,727200,1,4,4,0,0,0,0,281,216,2989100,4996600,24.98,0.878,761,0,0,1497800,0,1,0,,,,,,1,0,0,,0.01
CUST-106264,63,M,Married,Tier-2,Retired,Retiree,1342200,26,Preferred,81600,2,60,0,8000,6100,0,3,3,0,0,0,0,91,40,473300,607700,6.22,0.73,726,0,2,26400,0,1,0,,,,,,0,0,0,,0.01
CUST-106265,46,F,Single,Tier-1,Salaried,Peak-Earner,2254400,134,Classic,599300,2,12,0,224800,125600,0,5,4,1,344600,1,4793200,299,108,2473600,2588200,21.1,0.718,701,0,0,389600,0,1,0,,,,,,0,0,0,,0.01
CUST-106266,43,F,Married,Tier-1,Professional,Peak-Earner,695100,144,Classic,4936800,3,18,32100,709800,466400,1,6,6,1,889500,0,0,298,149,2075300,2044000,28.13,0.663,795,0,0,2013000,1,0,0,,,,,,1,0,0,,0.01
CUST-106267,53,F,Married,Tier-3,Professional,Peak-Earner,300000,26,Classic,324300,2,24,0,8000,7000,0,3,3,0,0,0,0,219,121,1328700,2781000,21.77,0.655,703,0,0,94400,0,0,0,,,,,,0,0,0,,0.01
CUST-106268,39,F,Married,Tier-1,Salaried,Family-Builder,2342400,11,Classic,4385700,3,24,0,791900,789400,1,5,4,0,0,1,648900,37,13,227200,103700,3,0.651,761,0,0,1584400,0,0,0,,,,,,1,1,0,,0.7188
CUST-106269,53,M,Married,Tier-2,Salaried,Peak-Earner,724200,149,Preferred,5987300,4,24,0,1035200,1167300,1,6,6,1,255700,0,0,169,86,674100,1750500,13.7,0.616,652,0,0,2231800,1,0,1,VOC,Asked whether the bank offers a guaranteed pension scheme.,positive,retirement_intent,2025-10-26,1,0,0,,0.01
CUST-106270,50,F,Married,Tier-2,Professional,Peak-Earner,910100,115,Preferred,7886600,4,60,0,915600,759800,1,6,5,0,0,1,920400,220,162,1530000,2748900,17.42,0.608,712,0,0,2620300,0,0,0,,,,,,1,1,0,,0.6196
CUST-106271,36,M,Married,Tier-3,Professional,Family-Builder,818100,120,Imperia,160300,2,18,0,8000,6500,0,4,4,1,1380900,0,0,180,64,921100,1192000,14.34,0.615,815,0,0,531800,1,1,0,,,,,,0,0,0,,0.01
CUST-106272,50,M,Married,Tier-3,Self-Employed,Peak-Earner,1043700,202,Classic,4783400,2,12,0,952000,1074300,1,3,3,0,0,0,0,265,170,2637000,1297100,18.38,0.438,733,0,0,1767800,1,0,0,,,,,,1,0,0,,0.01
CUST-106273,44,M,Married,Tier-1,Salaried,Peak-Earner,2105000,87,Classic,146400,2,12,0,8000,9200,0,4,4,1,576300,0,0,181,83,1191100,1322100,19.51,0.717,861,0,0,246300,1,1,0,,,,,,0,0,0,,0.01
CUST-106274,23,F,Single,Tier-1,Business,Young-Earner,1934100,89,Preferred,2634700,2,36,0,483900,555200,1,4,3,0,0,1,5084500,338,121,3130900,1905800,30.01,0.99,848,0,0,955500,0,0,0,,,,,,1,1,0,,0.4818
CUST-106275,35,M,Married,Tier-3,Business,Family-Builder,1283800,93,Preferred,5069000,4,12,0,927600,514300,1,5,5,0,0,0,0,123,68,301400,1093200,13.45,0.592,900,0,3,1836700,0,0,0,,,,,,1,1,0,,0.5343
CUST-106276,37,M,Married,Tier-1,Salaried,Family-Builder,1453600,10,Preferred,2538300,3,18,0,353400,313600,1,4,4,0,0,0,0,272,129,2756100,1656700,29.93,0.745,736,0,0,869800,0,0,0,,,,,,1,1,0,,0.4927
CUST-106277,30,M,Single,Tier-1,Salaried,Young-Earner,1450800,106,Classic,973700,1,36,0,8000,6900,0,3,3,1,45500,0,0,111,57,939400,1017500,9.16,0.504,845,0,0,292200,0,1,0,,,,,,0,0,0,,0.01
CUST-106278,76,F,Married,Tier-3,Retired,Retiree,570800,39,Classic,1759200,1,36,0,50900,44200,1,2,2,0,0,0,0,268,182,2885000,3841100,23.08,0.833,772,0,0,515500,0,0,0,,,,,,1,1,0,,0.4383
CUST-106279,33,M,Married,Tier-2,Professional,Family-Builder,1233000,151,Classic,222300,2,36,0,8000,7700,0,4,3,0,0,1,2555800,289,235,789500,4583800,25.97,0.802,783,0,0,65800,1,0,0,,,,,,0,0,0,,0.01
CUST-106280,39,M,Married,Tier-1,Self-Employed,Family-Builder,2206000,85,Classic,6465500,4,60,71100,1122100,829800,1,6,6,0,0,0,0,210,128,1688600,1886200,21.39,0.745,804,0,0,2315300,0,0,0,,,,,,1,1,1,Health-Insurance,0.8554
CUST-106281,44,M,Married,Tier-1,Self-Employed,Peak-Earner,1333800,228,Classic,5215900,3,60,47600,653100,453500,1,5,5,0,0,0,0,258,182,1924200,1758300,20.83,0.782,632,0,0,1754300,0,1,1,Complaint,Customer enquired about family health cover during branch visit; asked for premium comparison.,positive,protection_intent,2026-04-06,1,0,0,,0.01
CUST-106282,26,F,Married,Tier-1,Salaried,Young-Earner,2549700,174,Classic,5816300,4,24,0,656900,721300,1,6,5,0,0,1,5036600,307,171,3074700,2206600,33.02,0.668,721,0,0,1924200,1,1,0,,,,,,1,0,0,,0.01
CUST-106283,37,F,Married,Tier-2,Salaried,Family-Builder,1632100,14,Imperia,2946200,2,18,343000,522300,414200,1,6,5,1,634300,1,2655900,373,189,3066000,2379900,27.08,0.454,750,0,3,1282000,0,1,0,,,,,,1,0,0,,0.01
